id,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline,targaet
14687,12.99,1.01,2.26,20.7,80,3.38,2.58,0.24,1.96,3.35,0.99,3.13,502,2
54193,13.29,1.64,2.55,17.8,132,2.8,3.19,0.5,2.29,5.65,1.25,3.0,1235,1
22878,13.58,3.7,2.6,24.5,107,1.4,0.47,0.53,0.68,3.85,0.81,1.82,695,3
25459,12.25,1.19,2.28,22.0,90,2.56,2.29,0.43,1.77,3.21,1.23,2.96,406,2
6176,14.37,1.95,2.72,16.8,115,3.0,2.65,0.39,1.98,5.24,1.13,2.84,735,1
1821,11.56,2.06,2.2,21.5,84,1.78,1.32,0.43,1.46,1.74,1.13,2.27,680,2
28306,12.45,4.6,2.64,25.0,96,1.9,0.58,0.63,1.06,8.5,0.56,1.48,640,3
93271,13.29,1.97,2.68,20.0,101,2.8,2.92,0.3,2.81,6.25,0.88,3.35,795,1
92443,12.2,3.03,2.32,19.0,86,2.3,0.8,0.45,0.94,7.1,0.56,1.86,855,3
89389,14.02,1.68,2.27,14.0,92,2.65,2.51,0.26,1.98,4.7,1.02,3.47,920,1
79061,14.1,2.16,2.3,16.0,102,2.61,2.33,0.26,1.98,5.05,1.06,3.47,920,1
46461,12.08,0.89,2.38,18.0,87,2.48,2.5,0.37,1.46,3.05,1.19,3.17,378,2
63494,12.51,1.73,2.58,21.6,94,1.95,1.75,0.45,1.44,2.94,1.45,2.77,315,2
10834,12.6,2.58,2.32,18.5,94,1.62,0.49,0.61,0.64,9.899999,0.64,2.0,855,3
11129,12.99,0.9,1.88,19.0,85,2.53,2.26,0.24,2.35,3.35,1.38,2.96,530,2
7482,11.62,2.05,1.98,19.0,78,3.02,3.18,0.21,1.87,3.94,1.16,2.87,345,2
89637,12.29,2.83,1.98,20.5,88,2.55,2.27,0.3,1.22,1.9,1.15,3.13,312,2
96354,12.58,5.04,2.54,21.0,95,1.38,0.47,0.53,0.88,4.35,0.77,2.15,510,3
26626,11.03,3.74,1.92,18.0,107,2.83,3.15,0.17,3.58,5.3,0.75,3.64,380,2
88383,13.4,4.36,2.26,18.5,120,1.8,0.69,0.5,1.46,9.3,0.57,1.62,835,3
88384,14.13,2.58,2.74,24.5,96,1.98,0.5,0.53,0.64,5.88,0.89,2.06,590,3
41610,12.43,1.52,1.36,17.5,86,2.55,1.64,0.28,1.42,2.06,1.28,2.57,415,2
95241,13.2,2.59,2.67,18.6,101,2.64,2.68,0.28,1.98,4.2,1.04,4.0,1095,1
53774,11.84,1.39,1.75,19.5,86,1.98,1.79,0.14,1.35,2.7,1.12,2.26,562,2
66614,12.36,1.35,2.25,20.0,103,2.2,0.34,0.39,0.64,9.899999,0.57,1.86,880,3
48113,13.16,3.9,2.48,22.0,104,1.5,0.75,0.43,0.86,7.65,0.64,1.75,750,3
43844,12.17,1.61,1.71,17.5,86,2.5,1.64,0.28,1.42,3.8,1.0,2.65,562,2
63563,14.38,1.87,2.38,14.6,96,2.85,3.06,0.32,1.85,5.1,0.88,3.22,1195,1
81662,13.94,2.15,2.3,16.0,103,2.42,2.99,0.26,1.97,5.85,1.04,2.48,1045,1
97190,12.58,2.46,2.28,18.5,122,1.38,1.25,0.22,0.83,5.0,0.906,1.42,650,3
24030,13.86,1.57,2.32,16.8,95,2.45,2.99,0.26,1.98,3.95,1.17,2.82,920,1
52722,13.17,3.7,2.6,24.5,106,1.4,0.47,0.43,0.8,4.6,0.77,1.82,570,3
48905,12.42,1.61,2.42,22.5,90,1.92,1.75,0.43,1.44,2.9,0.93,2.26,450,2
76419,12.52,1.73,1.75,19.5,86,2.5,2.17,0.24,2.29,3.38,1.04,3.18,718,2
32809,12.37,1.07,2.67,18.1,94,3.52,3.75,0.13,1.95,4.45,0.79,3.13,678,2
53167,12.33,0.99,2.36,24.5,88,2.2,2.53,0.43,1.97,3.0,0.89,2.31,365,2
28315,13.16,3.98,2.65,17.6,115,2.41,2.19,0.25,3.28,6.25,1.19,3.3,1375,1
56783,11.82,2.89,2.36,18.5,98,1.72,1.69,0.6,1.05,2.9,0.96,2.23,680,2
21506,13.24,2.36,2.67,18.6,107,2.35,2.41,0.28,3.28,6.25,1.07,3.08,1270,1
57554,13.48,1.67,2.64,24.0,89,2.6,1.31,0.61,2.29,10.52,0.57,1.29,620,3
15339,13.36,1.29,2.7,21.0,89,2.8,1.31,0.44,2.29,13.0,0.57,1.96,660,3
52189,12.64,1.34,2.6,20.0,98,2.74,2.92,0.3,2.49,2.57,0.79,2.84,520,2
174,12.08,1.39,2.38,21.0,82,2.74,2.92,0.37,2.49,2.8,0.79,2.84,580,2
1808,13.73,2.96,2.62,22.5,107,1.7,0.6,0.5,0.96,5.0,0.89,1.82,570,3
26452,12.04,1.13,1.7,17.5,86,2.1,1.6,0.28,1.04,3.27,1.17,2.52,562,2
93507,14.39,1.87,2.45,12.0,102,3.1,3.69,0.3,2.96,5.68,1.25,3.0,1547,1
58733,14.06,2.02,3.22,21.0,118,2.6,2.51,0.47,1.25,5.25,1.13,2.57,735,1
96618,13.71,1.35,2.7,23.5,105,1.48,0.5,0.39,0.64,4.35,0.76,2.31,750,3
62066,11.41,3.74,2.42,20.0,98,2.62,2.65,0.32,1.83,2.8,0.75,3.0,438,2
6580,13.36,1.68,2.75,21.0,111,1.48,0.92,0.29,1.25,9.7,0.57,1.62,600,3
29636,12.36,3.27,2.58,24.0,97,1.9,0.47,0.53,0.73,5.88,0.82,2.15,510,3
9890,13.49,0.94,2.12,19.0,80,2.2,2.0,0.25,1.04,3.74,1.38,3.14,415,2
8011,11.61,2.05,1.95,20.8,86,2.9,3.15,0.24,1.35,3.94,1.13,2.77,345,2
68056,11.41,1.51,2.3,20.0,162,1.45,1.02,0.14,2.5,2.7,0.95,3.07,870,2
12393,12.67,1.81,2.3,23.0,101,1.38,1.36,0.52,1.63,2.62,0.906,2.06,406,2
77339,14.83,1.64,2.39,11.4,106,3.3,3.69,0.32,2.96,7.8,1.2,2.73,1150,1
4517,13.56,1.73,2.61,17.2,94,2.4,2.68,0.29,2.08,3.52,1.09,2.87,1015,1
22288,12.25,3.88,2.38,18.5,97,1.38,1.09,0.61,1.14,7.65,0.78,1.75,855,3
16061,12.81,3.45,2.36,21.5,106,1.39,1.2,0.17,0.83,4.1,0.74,1.33,600,3
48576,14.37,1.87,2.38,16.0,102,2.85,2.98,0.29,2.08,4.5,0.92,3.22,985,1
93745,11.82,2.13,2.56,21.0,94,2.23,2.17,0.34,1.71,2.5,0.97,2.3,520,2
89144,13.88,3.24,2.62,22.5,98,1.7,0.6,0.5,1.14,5.0,0.89,1.56,550,3
33511,12.58,4.1,2.38,18.5,97,1.38,0.83,0.63,1.04,7.7,0.56,1.48,520,3
449,12.45,1.68,2.25,18.5,85,2.0,0.66,0.61,0.94,5.28,0.75,1.82,515,3
5521,13.05,5.8,2.02,16.0,78,2.62,2.65,0.43,1.95,2.6,0.79,3.1,415,2
75741,14.34,4.28,2.48,20.5,96,1.8,0.65,0.52,1.41,7.6,0.55,1.62,725,3
78942,12.85,3.8,2.12,17.0,101,2.64,2.76,0.32,1.98,4.5,0.87,3.0,760,1
34789,13.88,1.75,2.32,14.0,89,2.6,2.51,0.21,1.36,5.85,1.02,3.47,780,1
72670,14.16,4.1,2.48,20.0,91,2.0,0.92,0.48,1.56,8.66,0.57,1.64,480,3
72460,12.08,1.33,2.28,16.0,97,2.74,3.15,0.37,1.77,3.94,1.23,2.82,450,2
58551,12.16,1.61,2.28,21.5,84,1.68,1.84,0.61,1.42,1.74,1.45,3.05,680,2
18216,12.53,2.46,2.2,18.5,94,2.3,0.58,0.63,1.14,6.62,0.61,1.48,520,3
30853,13.11,1.01,2.16,18.8,99,3.38,3.1,0.24,2.28,2.8,0.99,3.13,714,2
66059,12.99,1.67,2.02,14.8,78,1.6,1.5,0.32,1.46,4.8,0.76,2.77,415,2
43428,13.9,4.04,2.44,16.8,113,3.4,3.32,0.25,1.97,7.8,0.87,3.36,845,1
14429,14.22,3.99,2.51,15.2,128,3.0,3.17,0.2,2.1,5.65,1.04,3.71,1060,1
63206,11.64,1.35,2.53,20.0,104,2.56,2.01,0.25,1.15,2.8,0.79,2.78,630,2
4929,13.41,3.84,2.65,17.6,115,2.64,2.88,0.2,1.68,4.28,0.82,2.78,760,1
21723,11.62,1.67,2.62,30.0,139,3.3,2.14,0.4,1.35,2.08,1.36,3.16,937,2
63575,13.08,3.17,2.38,21.5,104,1.8,1.22,0.24,0.84,5.0,0.67,1.29,480,3
21228,11.82,1.72,2.24,19.0,98,2.2,2.53,0.26,1.35,2.6,0.94,3.14,438,2
16215,12.64,1.34,2.19,21.5,86,2.5,2.01,0.34,1.56,2.6,1.12,2.75,428,2
14209,12.42,4.43,2.21,18.0,86,2.86,2.99,0.39,2.91,2.3,0.73,3.39,672,2
84539,12.52,1.73,2.74,28.5,139,3.3,2.58,0.4,1.35,2.0,1.31,3.16,750,2
59421,12.37,1.17,2.51,24.0,88,2.95,2.79,0.4,1.95,3.0,1.36,3.13,680,2
96462,12.6,2.58,2.64,25.5,97,1.79,0.58,0.63,1.06,5.0,0.87,1.8,515,3
65601,12.51,3.26,2.3,21.0,102,1.38,0.75,0.6,0.86,4.9,0.75,1.58,510,3
17836,12.99,3.86,2.6,21.0,98,2.62,2.65,0.43,1.95,2.57,0.87,3.0,463,2
22590,13.16,5.19,2.35,18.5,92,1.7,0.5,0.6,0.8,7.65,0.56,1.55,725,3
76992,11.82,1.83,2.53,21.0,94,2.2,2.53,0.26,2.08,3.25,1.19,3.08,680,2
12364,12.93,3.3,2.3,18.5,112,1.7,0.78,0.5,0.84,5.7,0.91,1.58,750,3
95607,11.65,1.99,2.92,28.5,92,2.13,5.08,0.58,2.08,3.94,1.13,2.87,465,2
80222,13.36,2.81,2.15,18.5,94,1.35,0.58,0.6,1.4,7.3,0.59,1.62,725,3
37788,12.04,0.92,2.21,21.0,85,2.42,2.29,0.26,1.99,1.9,1.38,3.14,278,2
49992,14.23,1.92,2.5,16.8,121,3.0,2.65,0.29,1.92,5.4,1.25,3.13,1265,1
78693,12.87,4.36,2.38,24.0,93,1.74,0.76,0.61,0.86,5.7,0.89,2.05,580,3
36664,14.06,1.73,2.32,18.9,104,2.75,3.54,0.32,2.38,5.7,0.92,2.84,1480,1
32008,12.6,1.36,1.88,16.8,100,2.02,2.03,0.24,1.15,2.45,1.23,3.63,718,2
28246,13.5,3.26,2.54,21.5,97,1.38,0.56,0.5,0.55,4.6,0.89,2.11,520,3
90675,13.45,1.68,2.64,24.0,89,2.6,1.31,0.52,2.29,11.75,0.57,1.29,470,3
26001,13.88,2.99,2.62,22.5,98,1.7,0.56,0.52,0.8,4.6,0.82,2.11,550,3
73641,11.79,2.08,2.1,19.0,88,2.6,2.65,0.17,1.87,3.25,1.06,2.77,290,2
66900,11.03,2.4,2.2,18.0,112,3.02,2.26,0.21,3.58,2.4,0.8,3.33,290,2
8258,13.17,3.83,2.48,22.0,92,1.74,0.7,0.52,0.97,7.7,0.64,1.74,725,3
50386,14.1,1.73,2.27,16.5,98,2.61,2.51,0.26,1.98,5.25,1.15,2.74,920,1
8080,12.37,1.63,2.28,16.0,110,2.2,1.85,0.55,0.95,2.4,1.25,2.23,315,2
49424,12.93,4.61,2.64,25.0,112,2.32,1.36,0.34,1.56,7.9,0.59,1.29,830,3
32086,13.56,1.73,2.62,20.0,101,2.8,3.54,0.34,1.95,6.0,1.19,3.0,1285,1
71256,12.85,5.04,2.48,23.0,89,1.7,0.61,0.52,1.55,7.1,0.7,1.68,620,3
55245,13.05,1.73,2.04,15.5,98,2.45,2.37,0.28,1.35,4.25,1.02,2.48,1295,1
53410,13.73,3.91,2.48,20.0,105,1.59,1.22,0.24,1.11,4.1,0.57,1.29,530,3
6732,11.79,1.72,2.42,20.0,112,1.1,1.02,0.5,0.95,3.6,0.95,2.12,870,2
69014,13.4,5.19,2.86,25.0,112,1.98,0.92,0.27,1.25,8.6,0.74,1.69,600,3
52863,11.61,2.05,2.3,18.0,112,3.02,3.18,0.21,1.87,6.0,0.93,3.03,290,2
13734,14.13,4.95,2.45,20.0,80,0.98,0.7,0.27,1.41,7.6,0.6,1.33,372,3
89863,13.24,1.78,2.14,17.0,94,2.85,3.19,0.27,1.98,6.1,0.94,3.33,985,1
92449,12.45,2.96,2.64,25.5,88,1.79,0.84,0.52,0.94,3.85,0.89,1.75,515,3
6999,12.86,2.46,2.2,21.0,102,1.3,0.47,0.39,0.64,9.899999,0.57,1.86,615,3
44058,12.37,1.21,2.3,23.0,88,1.38,1.25,0.5,1.63,1.95,1.08,2.06,365,2
22700,13.73,2.51,2.3,19.5,89,1.4,0.68,0.37,1.24,5.45,0.62,1.56,675,3
48390,14.38,3.59,2.12,16.0,90,2.8,2.94,0.29,2.03,4.8,0.84,3.35,760,1
3665,13.71,2.46,2.54,19.5,105,1.83,0.56,0.39,0.64,4.92,0.97,2.15,680,3
23393,12.85,3.27,2.58,24.0,101,1.65,0.6,0.53,0.96,5.58,0.87,2.11,580,3
72197,14.38,3.59,2.29,14.6,102,3.2,3.17,0.27,2.03,6.13,0.89,3.56,760,1
83639,13.05,1.6,2.55,18.0,98,2.45,2.37,0.22,2.29,5.64,1.25,3.08,1265,1
64877,13.94,2.16,2.61,17.6,121,2.6,2.51,0.29,1.36,3.52,1.06,3.2,1015,1
98785,14.06,1.48,2.32,14.0,108,2.88,3.06,0.22,1.85,5.2,0.92,3.33,1195,1
66776,12.69,0.98,2.46,18.0,162,2.53,2.65,0.14,2.35,3.35,0.96,3.2,750,2
96070,12.42,4.43,2.17,21.0,85,2.86,3.15,0.37,2.91,5.3,0.91,3.39,625,2
51161,12.42,2.55,2.31,24.5,101,1.88,1.84,0.43,1.4,2.2,0.93,3.21,315,2
76033,13.58,1.66,2.36,17.2,106,2.7,3.54,0.27,1.81,8.9,1.01,4.0,1285,1
72915,13.05,1.01,2.26,22.5,108,3.38,2.58,0.24,1.96,3.35,1.04,3.71,410,2
36219,14.21,2.16,2.61,18.6,103,2.8,3.14,0.34,2.38,6.0,1.07,3.58,1280,1
80778,12.37,1.13,2.53,24.0,88,1.38,1.02,0.43,1.03,2.6,1.08,2.14,680,2
25156,13.68,1.43,2.7,22.5,115,3.0,2.78,0.3,1.97,5.4,1.25,3.0,1265,1
72423,12.72,3.43,2.27,22.5,90,2.0,2.24,0.34,1.71,3.3,0.96,3.3,515,2
21372,13.49,3.17,2.62,24.0,123,1.7,1.28,0.21,1.25,8.42,0.48,1.29,840,3
2603,13.45,3.45,2.28,19.5,88,1.62,0.68,0.44,1.25,5.45,0.59,1.71,660,3
42027,13.88,4.36,2.26,22.5,96,1.8,0.34,0.52,0.88,7.65,0.54,1.6,740,3
90785,12.0,2.89,3.23,20.0,134,1.75,5.08,0.14,2.35,2.8,1.04,3.3,937,2
59883,12.67,3.87,1.7,15.0,85,2.86,3.15,0.26,2.01,3.94,0.73,3.64,710,2
85355,13.11,3.55,2.15,18.5,112,1.65,0.96,0.53,0.84,7.65,0.56,1.55,660,3
87387,13.82,1.65,2.6,20.0,101,3.25,3.0,0.17,2.04,6.8,1.24,2.88,1450,1
76640,12.22,1.73,2.53,21.0,104,2.2,2.53,0.26,2.08,2.8,0.96,3.08,680,2
15240,13.68,1.83,2.36,17.2,104,2.75,3.19,0.27,1.69,5.75,1.04,3.92,1065,1
10377,12.82,1.29,2.32,20.0,103,1.48,1.22,0.17,0.94,4.1,0.88,1.42,530,3
6029,13.86,1.89,2.8,15.0,101,3.25,3.56,0.37,1.87,8.7,1.23,2.71,1150,1
43118,12.21,1.73,2.6,21.6,94,1.95,1.84,0.43,1.44,3.6,0.93,2.31,450,2
67418,12.08,2.68,2.62,21.6,104,1.95,1.84,0.6,1.62,3.8,0.96,2.65,466,2
99898,14.23,1.71,2.3,18.9,118,3.2,2.65,0.28,2.03,6.13,0.94,3.03,970,1
67427,13.29,2.36,2.87,25.0,124,2.6,2.68,0.47,1.36,4.2,0.9,3.28,1035,1
79396,13.05,0.9,1.88,10.6,78,2.2,2.03,0.24,0.42,5.75,1.25,2.48,372,2
514,13.83,1.65,2.42,18.9,106,3.3,3.0,0.29,1.86,8.7,1.28,3.17,1515,1
31700,12.7,5.19,2.64,25.0,112,1.79,0.78,0.27,1.14,5.58,0.74,1.69,560,3
88291,12.93,1.73,2.1,15.5,107,2.7,3.27,0.34,2.03,6.9,0.95,3.26,985,1
57297,14.3,1.92,2.72,20.0,120,3.0,3.14,0.33,1.35,6.2,1.07,2.65,1185,1
92634,12.85,1.65,2.52,18.0,98,2.4,2.41,0.26,1.46,4.5,1.12,3.48,1050,1
11224,12.53,3.12,2.64,21.0,97,1.83,0.6,0.52,1.06,8.5,0.56,1.6,695,3
86454,13.27,3.03,2.38,21.5,104,1.41,1.22,0.24,1.25,8.42,0.48,1.3,425,3
96463,13.71,1.86,2.25,17.5,98,2.98,3.4,0.28,1.62,6.0,1.25,2.87,1510,1
31183,12.2,3.03,2.64,25.5,97,1.79,0.6,0.63,1.1,5.0,0.87,1.69,510,3
50563,14.22,1.7,2.43,18.0,117,2.8,2.65,0.34,1.98,5.24,0.92,3.38,795,1
23601,12.67,3.87,2.42,23.0,88,2.1,2.24,0.42,1.98,2.62,0.73,3.12,312,2
94907,14.3,1.92,2.72,16.8,102,3.85,3.74,0.39,2.04,6.75,1.01,2.93,1480,1
43427,11.82,2.16,2.3,22.8,80,2.0,1.59,0.42,1.35,1.95,0.97,3.33,510,2
89555,13.23,3.27,2.15,18.5,112,1.65,0.92,0.29,1.25,4.0,0.57,1.86,630,3
12315,13.94,2.02,2.68,16.8,115,3.0,2.92,0.33,1.46,6.3,1.13,2.84,1375,1
30238,11.84,2.08,2.56,21.6,104,1.95,1.69,0.6,1.62,3.6,0.97,2.31,465,2
78015,13.58,1.66,2.41,20.5,106,2.86,2.98,0.26,1.86,5.04,1.04,3.44,1035,1
33978,14.02,1.73,2.28,17.4,126,2.6,2.51,0.32,1.36,3.95,1.04,3.1,1290,1
41844,12.37,0.94,2.42,18.0,87,2.2,2.21,0.3,1.9,4.6,1.19,3.17,495,2
41376,13.05,1.67,1.92,16.0,78,1.65,2.03,0.27,0.42,5.75,1.02,2.48,372,2
64264,13.48,3.03,2.3,19.5,96,1.59,0.66,0.53,1.25,4.0,0.6,1.55,740,3
23443,11.84,2.89,2.0,19.0,88,2.45,2.27,0.3,2.01,2.65,0.96,3.3,495,2
65231,13.75,1.53,2.62,22.5,96,2.45,2.69,0.31,1.98,3.52,1.1,2.87,1015,1
97706,12.6,1.34,2.74,28.5,139,2.2,2.13,0.43,1.54,2.62,1.36,2.31,406,2
38453,12.04,2.68,1.88,16.8,97,2.56,2.27,0.24,2.35,2.06,1.15,2.96,718,2
31990,11.45,1.51,1.94,19.6,86,2.11,1.6,0.27,1.63,3.3,1.71,2.31,428,2
3646,11.66,1.35,2.39,20.0,162,2.56,2.01,0.14,1.56,2.8,0.79,2.78,937,2
8234,12.85,3.26,2.35,18.5,120,1.7,0.69,0.5,1.35,10.2,0.57,1.62,840,3
64962,12.84,2.56,2.7,21.0,96,1.83,0.5,0.52,0.64,4.92,0.91,2.31,630,3
6931,14.38,1.95,2.72,20.0,120,3.0,3.14,0.39,1.35,6.2,1.13,2.57,1285,1
40861,12.29,3.17,2.28,21.5,85,1.78,1.32,0.6,1.62,1.95,0.93,3.07,365,2
60497,12.29,3.17,2.19,21.0,85,2.55,2.17,0.26,1.22,1.9,1.15,2.96,312,2
26682,12.08,1.72,2.56,21.0,98,1.1,1.25,0.37,1.44,2.5,0.906,1.82,562,2
46243,12.42,4.43,2.17,21.0,88,2.62,2.65,0.37,2.81,2.76,0.91,3.1,278,2
30051,12.77,1.81,2.3,22.5,90,1.78,1.32,0.43,1.44,3.05,0.93,2.77,488,2
81150,11.76,2.12,2.0,19.0,92,2.6,2.65,0.21,1.35,3.8,0.86,3.2,345,2
72644,13.88,4.95,2.45,20.0,91,2.0,0.92,0.48,1.02,7.7,0.64,1.75,470,3
35360,13.2,1.78,2.14,18.8,96,2.45,2.43,0.27,1.4,3.95,1.05,3.14,1095,1
1546,12.85,2.56,2.7,25.5,96,1.55,0.5,0.63,0.64,4.6,0.75,2.31,740,3
75123,13.48,1.81,2.61,17.2,94,2.48,2.61,0.28,1.98,3.52,1.12,3.37,1015,1
22390,13.88,2.31,2.3,19.5,80,1.4,0.51,0.4,0.64,5.6,0.66,1.83,502,3
72403,12.67,3.87,2.42,22.5,90,2.1,2.24,0.42,1.71,2.62,0.73,2.31,428,2
89033,12.79,4.36,2.38,24.0,93,1.48,0.76,0.61,0.86,5.5,0.77,2.05,520,3
21621,13.16,2.56,2.37,20.0,113,1.65,0.68,0.43,0.86,5.7,0.91,2.05,680,3
58408,13.73,4.6,2.23,20.0,120,1.8,0.69,0.5,1.46,10.68,0.57,1.6,835,3
2404,13.32,3.24,2.28,20.0,102,1.59,0.75,0.6,1.03,4.4,0.75,1.75,675,3
38866,11.82,3.43,2.21,18.0,112,2.0,2.24,0.22,2.35,2.65,0.96,3.52,510,2
38525,11.96,1.51,2.67,25.0,80,1.89,1.75,0.58,1.03,2.2,1.25,2.23,385,2
70599,11.66,1.67,2.1,19.0,88,3.02,2.26,0.21,1.35,3.25,0.94,3.39,380,2
32818,13.68,1.43,2.5,16.7,93,2.2,2.53,0.42,1.97,3.8,0.93,2.31,970,1
62324,11.84,4.31,2.24,18.0,112,2.83,2.99,0.24,2.91,2.3,0.75,3.03,345,2
82672,12.47,1.53,2.21,20.4,99,2.5,2.11,0.3,1.37,3.05,1.16,2.96,345,2
59536,12.67,1.75,2.16,21.5,80,1.38,1.76,0.48,1.63,2.94,1.04,2.42,406,2
84587,12.82,2.56,2.48,21.5,112,1.48,0.78,0.43,0.94,7.1,0.64,1.83,685,3
53845,12.37,1.63,2.3,22.5,85,1.38,1.02,0.5,1.63,1.95,1.08,1.82,625,2
24907,13.11,2.99,2.38,21.5,92,1.48,0.76,0.48,0.86,4.9,0.75,1.58,650,3
86674,12.69,0.98,2.53,18.0,94,1.9,1.75,0.45,0.73,3.8,1.02,2.23,315,2
81795,13.27,3.17,2.15,21.0,103,1.41,0.48,0.53,1.3,4.0,0.59,1.6,740,3
18456,12.37,1.07,2.26,22.0,90,3.38,2.89,0.24,1.87,2.7,0.99,2.87,660,2
36790,12.34,0.99,2.42,24.5,88,2.2,2.53,0.43,2.08,2.08,1.36,2.31,495,2
32099,12.87,2.56,2.48,23.0,112,1.3,0.78,0.53,0.83,5.7,0.75,2.05,660,3
76425,12.25,1.73,1.88,16.8,85,2.5,1.64,0.29,1.87,3.3,0.94,2.31,415,2
12514,11.79,2.12,1.92,19.6,97,2.6,2.65,0.21,1.87,3.8,1.06,3.18,345,2
26432,12.53,3.3,2.3,21.5,103,1.25,1.22,0.17,0.83,4.1,0.68,1.42,650,3
4971,13.16,3.98,2.12,11.2,97,2.45,2.37,0.17,1.28,4.6,1.19,3.52,1050,1
34408,13.03,5.8,2.58,21.6,94,2.86,3.03,0.43,2.01,3.94,0.87,3.39,515,2
44781,12.37,0.94,2.4,17.0,110,2.53,2.65,0.63,1.66,2.9,1.45,2.87,365,2
1621,13.67,1.66,1.7,15.0,86,2.2,1.41,0.14,1.46,4.6,1.04,2.01,714,2
68423,12.0,1.72,1.71,15.0,97,2.2,1.28,0.28,1.15,3.3,1.0,2.23,415,2
39265,12.72,3.87,2.62,21.0,98,2.86,3.03,0.43,1.95,3.94,0.82,3.64,515,2
26487,12.79,4.1,2.38,24.0,104,1.39,1.22,0.24,1.14,5.0,0.78,1.42,472,3
34103,12.87,2.56,2.48,23.0,98,1.48,0.83,0.52,0.94,7.1,0.54,1.6,675,3
33128,11.76,2.68,1.9,18.0,94,1.72,1.69,0.29,1.03,3.3,0.86,2.23,415,2
76348,13.05,1.65,2.1,12.4,100,2.7,3.03,0.26,1.28,5.1,0.88,3.26,1060,1
69900,12.08,1.33,1.98,14.8,151,2.55,2.5,0.32,1.77,2.85,1.06,2.75,937,2
29743,12.37,1.63,2.38,24.5,88,1.95,1.75,0.4,1.34,2.2,1.33,3.21,495,2
33327,13.94,1.48,2.27,16.0,118,2.95,3.17,0.21,2.08,6.2,0.94,3.45,885,1
75619,12.79,3.26,2.58,22.0,101,1.65,0.56,0.53,0.8,3.85,0.87,1.82,550,3
35159,13.67,1.51,3.23,28.5,119,2.13,2.03,0.27,1.56,4.6,1.36,3.37,630,2
27516,13.29,1.64,2.84,21.0,96,2.53,2.43,0.37,1.77,4.2,1.11,2.57,915,1
32771,13.63,3.1,2.87,15.5,115,2.85,2.94,0.37,1.45,6.3,1.23,2.88,1235,1
52263,11.79,1.09,2.36,20.0,162,3.38,2.58,0.13,1.65,3.25,1.19,2.96,937,2
4028,12.37,0.94,2.42,18.0,99,1.9,1.84,0.43,1.46,2.9,1.23,2.57,315,2
62822,14.22,1.7,2.43,16.5,117,2.8,3.06,0.34,2.08,4.5,1.25,2.9,1065,1
23064,14.1,4.04,2.51,15.2,128,2.6,2.51,0.25,1.66,5.25,0.92,3.2,680,1
34406,13.24,1.78,2.14,18.8,96,2.53,2.37,0.27,1.66,3.95,1.04,2.91,1095,1
64141,14.23,1.92,2.5,16.8,113,3.85,3.74,0.32,2.18,7.5,1.01,2.85,1480,1
57371,14.83,1.64,2.17,14.0,100,2.8,2.94,0.29,1.98,4.8,1.02,3.26,1065,1
86192,13.48,1.81,2.62,20.0,101,3.0,3.0,0.34,1.76,4.5,1.12,2.65,1045,1
67770,13.77,1.67,2.36,16.0,106,2.95,3.39,0.32,1.62,8.9,1.12,3.1,1310,1
70310,13.63,3.1,2.87,25.0,118,2.6,2.76,0.39,1.82,4.2,1.23,3.4,735,1
99110,14.16,4.95,2.45,20.0,80,0.98,0.65,0.4,1.41,7.6,0.6,1.36,372,3
56525,12.45,5.51,2.48,18.5,92,2.3,0.92,0.61,1.14,7.65,0.67,1.74,855,3
4326,12.99,5.8,2.78,28.5,119,3.18,2.58,0.27,1.95,2.6,0.82,3.33,985,2
21166,13.17,3.27,2.15,18.5,112,1.59,0.96,0.53,0.84,7.65,0.64,1.73,675,3
10789,13.23,4.1,2.38,20.0,92,1.68,0.83,0.47,1.02,7.65,0.64,1.83,560,3
33876,13.36,3.24,2.38,21.5,102,1.5,1.22,0.17,1.11,5.0,0.67,1.33,472,3
6953,13.77,1.9,2.8,15.0,102,3.0,3.67,0.34,1.66,5.7,1.07,2.84,1095,1
16859,13.69,3.12,2.3,22.0,90,1.93,0.66,0.41,1.03,9.58,0.67,2.0,685,3
17834,13.08,1.67,2.75,25.5,116,1.48,1.28,0.26,1.14,5.0,0.88,1.33,480,3
92906,13.29,1.72,2.14,17.0,94,2.72,3.19,0.27,2.03,7.2,1.01,2.91,1045,1
79842,11.84,4.31,2.13,21.0,85,2.86,2.99,0.24,2.91,2.3,0.75,3.39,510,2
13540,11.65,1.35,2.28,18.0,162,2.74,2.99,0.24,1.77,3.94,1.23,2.87,750,2
62967,12.82,1.29,2.1,19.5,96,1.51,0.58,0.52,1.3,5.45,0.75,1.56,740,3
92536,13.58,3.1,2.56,13.2,116,2.7,3.27,0.17,1.28,6.6,0.86,3.36,1080,1
55457,12.36,4.36,2.38,18.5,120,1.38,1.25,0.24,1.04,5.0,0.74,1.33,650,3
25896,13.05,1.6,2.55,18.0,95,2.85,3.54,0.17,1.95,7.22,1.23,2.88,1260,1
64446,13.36,4.12,2.38,20.0,102,1.65,1.22,0.17,1.25,8.6,0.59,1.29,530,3
27174,13.3,1.72,2.14,11.2,92,2.72,3.03,0.26,1.28,5.1,0.88,3.26,1195,1
