Wine,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline
2,12.99,3.86,1.92,16.0,78,2.86,3.15,0.43,1.95,6.0,0.79,3.64,502
3,14.34,3.7,2.74,23.0,98,1.98,0.5,0.53,1.15,8.5,0.67,1.92,725
1,14.1,2.16,2.61,18.6,120,2.6,2.51,0.29,1.36,5.05,1.06,3.58,1095
3,13.16,3.45,2.28,20.0,102,1.8,0.75,0.4,0.86,5.7,0.58,1.86,750
1,13.48,1.81,2.46,20.5,100,2.65,2.76,0.26,1.86,3.95,1.25,3.13,770
1,13.05,1.5,2.84,25.0,95,2.45,2.43,0.37,1.44,3.7,1.31,2.87,880
1,12.85,2.05,2.4,20.5,107,2.7,2.98,0.26,2.38,6.25,1.07,3.47,1065
1,13.83,1.75,2.42,16.3,104,2.75,3.27,0.32,1.85,6.0,1.04,3.1,1060
2,12.42,4.43,1.82,19.5,107,2.83,2.99,0.37,2.81,5.3,0.82,3.39,710
3,12.2,3.88,2.2,21.0,103,1.25,0.34,0.43,0.68,4.9,0.77,1.58,515
3,12.87,4.12,2.38,20.0,104,1.39,0.75,0.43,0.86,5.5,0.75,1.58,780
1,13.82,1.75,2.42,15.2,89,2.65,2.51,0.29,1.92,5.6,1.08,3.1,1065
1,14.3,1.92,2.72,16.8,102,3.85,3.74,0.33,2.18,7.8,1.01,2.93,1680
1,13.75,1.73,2.36,16.4,104,2.75,3.27,0.29,1.69,6.0,0.92,2.84,1195
3,13.5,2.46,2.54,23.0,97,1.7,0.56,0.52,0.64,3.85,0.97,2.15,590
1,14.19,1.63,2.48,16.0,106,3.3,3.64,0.32,1.97,7.5,1.28,2.82,1480
3,12.77,2.81,2.7,25.5,96,1.55,0.5,0.63,0.73,3.85,0.75,2.31,725
2,13.67,1.66,2.17,18.8,86,2.2,2.13,0.22,2.29,4.8,1.02,3.14,714
1,13.41,1.77,2.61,16.1,108,3.0,3.67,0.34,1.66,6.9,1.25,3.0,1285
1,14.06,1.68,2.28,18.0,118,2.6,2.51,0.32,1.36,5.0,1.05,2.85,1105
3,12.84,2.56,2.7,25.5,96,1.55,0.52,0.63,0.64,3.85,0.75,2.31,725
2,12.04,1.09,2.21,19.0,87,3.52,3.1,0.19,1.95,4.5,1.04,3.71,886
1,14.22,1.7,2.43,16.0,127,2.8,3.06,0.5,2.29,5.6,1.04,3.1,1060
2,13.11,5.8,2.2,21.5,80,2.86,2.86,0.43,1.95,2.57,0.79,3.64,502
1,14.22,1.7,2.43,16.8,127,2.8,3.14,0.28,2.1,6.2,0.94,3.53,795
2,12.37,0.94,2.21,21.0,88,2.53,2.01,0.34,1.56,2.76,1.23,3.13,278
3,12.84,3.37,2.3,19.5,88,1.7,0.66,0.45,0.86,7.65,0.54,1.68,660
2,12.29,1.61,2.12,18.5,88,2.2,1.94,0.22,1.63,3.25,0.94,3.57,380
3,13.62,3.3,2.54,19.5,105,1.54,0.6,0.53,0.96,5.58,0.89,2.15,750
1,13.48,1.81,2.41,20.5,116,2.96,2.78,0.2,2.45,6.25,0.98,3.33,970
1,13.87,1.57,2.28,16.0,118,3.0,3.29,0.21,1.85,6.6,0.91,3.31,1060
2,12.37,1.07,1.75,19.5,85,3.38,2.89,0.19,1.95,3.4,0.99,2.87,718
3,12.25,4.72,2.48,21.0,95,1.62,0.65,0.5,0.97,7.65,0.54,1.55,520
2,12.21,1.29,2.5,22.5,90,2.56,2.29,0.43,1.04,3.8,1.23,3.13,315
1,13.56,1.71,2.62,16.1,108,2.35,2.53,0.28,1.54,5.6,1.19,3.37,1285
2,12.47,1.53,1.88,19.5,86,2.11,1.79,0.37,1.63,3.3,0.95,2.01,415
2,11.41,3.74,2.22,18.0,96,2.62,2.65,0.24,1.83,2.9,0.75,2.78,290
2,12.29,1.41,1.95,16.0,88,2.02,1.85,0.27,0.42,2.95,1.23,1.93,428
2,12.08,4.3,1.98,20.5,107,3.18,2.14,0.37,2.81,3.05,0.75,3.56,625
3,12.51,2.31,2.28,19.0,86,1.62,0.66,0.44,0.94,5.28,0.75,1.82,515
2,12.0,1.83,1.92,18.0,97,2.2,2.21,0.35,1.37,3.3,1.16,3.17,345
2,13.05,3.86,1.98,16.0,86,2.62,2.65,0.43,1.95,2.57,0.91,3.0,515
3,12.77,3.7,2.2,19.5,88,1.74,0.58,0.44,1.25,5.45,0.56,1.86,660
2,13.67,1.51,2.51,19.0,94,1.38,1.76,0.48,1.15,2.45,0.88,2.46,630
3,13.4,2.51,2.37,21.5,102,1.8,0.75,0.39,1.24,10.8,0.6,1.56,750
3,13.27,2.67,2.28,20.0,102,1.8,1.22,0.24,1.11,5.0,0.7,1.29,714
1,13.05,2.05,2.4,20.5,107,2.7,2.98,0.26,2.38,6.2,1.07,3.59,1060
3,13.62,2.51,2.69,25.0,107,1.55,0.58,0.53,0.81,4.35,0.89,2.31,570
3,13.08,5.51,2.32,22.0,93,1.7,0.63,0.61,1.55,7.9,0.6,1.48,740
3,14.13,5.19,2.23,20.0,91,2.0,0.34,0.48,0.8,5.7,0.91,1.27,550
3,13.78,1.35,2.75,25.0,107,2.2,0.5,0.43,0.64,4.92,1.36,2.06,570
1,13.29,1.64,2.55,17.8,132,2.35,2.41,0.28,3.28,6.2,1.25,3.08,1235
3,12.84,2.59,2.7,27.0,116,1.55,1.28,0.26,1.56,7.1,0.59,1.96,425
1,13.28,3.98,2.65,17.6,102,2.41,2.64,0.2,2.29,5.64,0.82,3.3,760
2,12.07,2.08,2.0,20.8,78,2.23,2.0,0.32,1.38,1.9,1.27,3.02,580
1,12.93,1.73,2.1,17.0,98,2.45,2.43,0.32,1.4,3.93,1.05,2.96,990
1,14.38,1.87,2.45,16.0,102,2.85,2.94,0.32,1.85,7.3,1.23,2.9,1450
2,11.81,0.92,2.28,17.0,97,2.48,2.65,0.55,1.97,3.05,1.25,2.87,407
2,12.72,3.43,1.7,17.5,87,2.0,1.64,0.14,1.63,3.05,0.96,2.77,392
1,13.87,1.57,2.32,18.8,95,2.45,2.99,0.27,2.08,3.95,1.12,3.14,1045
2,11.61,1.88,2.24,20.4,112,3.02,2.14,0.17,1.87,3.05,1.23,3.13,290
3,12.84,2.58,2.48,23.0,112,1.15,0.78,0.53,0.83,5.5,0.77,1.58,570
1,13.83,1.35,2.7,17.2,112,2.95,2.74,0.39,1.46,5.4,1.24,3.0,1265
2,12.72,3.43,1.92,16.0,80,2.0,2.03,0.37,0.83,3.4,0.7,3.52,502
1,14.1,2.02,3.22,25.0,124,2.6,2.51,0.39,1.36,5.0,1.0,2.65,830
3,14.16,4.6,2.45,20.0,91,2.0,0.8,0.48,1.56,8.66,0.55,1.64,620
2,12.08,4.3,1.88,19.5,107,2.83,3.15,0.45,2.91,5.3,0.75,3.39,710
3,12.96,5.19,2.54,23.0,86,2.32,0.6,0.61,1.25,8.6,0.6,1.58,620
2,12.42,4.43,2.7,21.0,98,2.86,2.55,0.39,2.81,2.5,1.19,3.16,520
3,13.27,1.24,2.64,25.5,98,2.8,1.31,0.53,2.29,13.0,0.57,1.29,660
3,12.77,3.03,2.61,24.0,101,2.32,0.56,0.6,0.8,4.92,0.82,1.82,550
2,11.62,1.88,2.92,28.5,88,2.13,2.03,0.47,1.34,2.08,1.25,2.87,500
3,12.82,5.19,2.64,25.0,112,1.65,1.36,0.26,1.26,8.6,0.48,1.29,472
1,13.88,1.65,2.27,16.3,118,2.6,2.33,0.26,1.36,5.85,1.04,3.59,780
2,13.03,0.9,2.42,21.0,86,2.53,2.01,0.26,1.46,2.6,1.12,3.59,392
2,12.29,1.61,2.73,26.5,119,2.2,2.53,0.43,3.28,3.0,1.36,3.12,365
3,12.51,3.17,2.36,21.5,97,1.25,0.83,0.4,0.83,4.9,0.78,1.58,510
3,12.85,5.65,2.64,25.0,112,2.32,1.36,0.26,1.56,7.9,0.48,1.29,480
1,14.39,1.87,2.38,12.0,96,3.1,3.93,0.3,2.96,5.4,1.12,2.85,1150
3,12.86,4.12,2.2,21.0,103,1.39,0.47,0.4,0.8,4.9,0.68,1.75,675
2,11.84,1.39,1.88,19.5,86,1.98,1.6,0.29,1.04,3.27,1.16,2.23,562
1,13.74,1.5,2.7,19.5,110,2.95,2.91,0.3,1.86,6.3,1.19,2.88,1375
2,12.52,1.73,2.17,21.0,88,1.1,1.76,0.66,1.42,2.62,0.96,2.06,450
1,13.29,1.78,2.14,15.5,94,2.85,3.06,0.34,1.98,4.5,1.05,3.1,1065
3,13.27,5.65,2.35,21.5,93,1.68,0.49,0.47,0.88,5.7,0.89,2.05,550
3,13.88,3.55,2.3,22.0,96,1.8,0.51,0.53,0.8,7.65,0.54,1.55,740
2,12.99,1.01,2.39,24.5,88,3.38,2.14,0.21,1.96,3.35,1.36,2.96,380
2,11.76,1.33,2.3,18.0,87,2.56,2.65,0.26,1.04,1.95,1.23,2.96,278
2,13.49,1.51,2.21,18.8,87,3.5,3.75,0.13,1.87,6.0,1.01,3.71,392
3,13.4,3.24,2.15,21.0,102,1.5,0.58,0.53,1.4,7.6,0.59,1.62,740
2,12.29,3.17,2.17,19.0,88,2.45,2.27,0.22,2.29,1.28,1.42,3.52,510
3,13.11,1.29,2.7,21.0,96,2.6,1.1,0.53,2.29,10.52,0.57,1.55,560
2,11.62,1.67,2.5,26.0,139,1.95,1.69,0.58,2.76,2.6,1.25,2.72,465
2,11.65,2.06,2.6,21.6,94,1.95,1.61,0.6,1.62,3.08,1.13,3.3,465
1,13.94,1.59,2.32,15.2,95,2.2,2.43,0.21,2.35,5.64,1.02,2.69,1045
2,12.42,2.55,1.98,20.5,92,2.45,2.27,0.3,1.35,2.06,1.42,3.3,378
1,13.76,1.67,2.25,16.0,108,2.95,3.15,0.24,1.69,6.9,1.09,2.88,780
3,13.32,3.57,2.15,21.0,102,1.8,0.58,0.4,1.3,5.45,0.57,1.71,750
2,11.84,4.31,2.21,18.0,96,2.86,3.15,0.17,2.81,2.8,0.75,3.39,510
1,13.56,1.71,2.36,16.6,106,2.7,3.03,0.42,1.69,4.5,0.93,3.26,1060
2,12.37,1.13,2.26,16.0,110,2.95,3.15,0.39,1.65,4.5,0.69,3.38,345
3,13.49,1.67,2.7,24.5,97,2.6,1.31,0.53,2.29,13.0,0.57,1.96,560
1,13.05,3.8,2.65,17.6,115,2.41,2.41,0.2,2.29,5.6,1.03,3.3,1270
1,12.85,3.8,2.29,17.5,102,2.41,2.19,0.32,1.98,4.5,1.19,3.3,1290
3,13.45,1.9,2.7,23.5,111,1.48,0.92,0.29,1.25,9.7,0.57,1.62,560
2,12.04,0.89,2.39,18.0,87,2.2,2.21,0.25,1.9,2.85,0.96,3.14,290
2,13.67,1.66,2.23,18.8,81,1.6,0.99,0.37,1.63,4.6,0.76,2.01,685
2,12.43,1.53,1.98,14.8,85,2.02,1.85,0.32,1.46,2.06,1.18,2.44,342
3,13.78,4.95,2.23,20.0,120,1.65,0.68,0.43,1.35,10.2,0.57,1.71,840
2,13.05,3.86,2.21,21.5,80,2.62,2.65,0.3,2.01,2.6,0.79,3.0,502
2,12.67,3.43,2.23,21.5,80,1.78,1.69,0.43,1.35,2.0,0.7,2.01,315
3,13.48,3.45,2.72,24.5,111,1.55,0.96,0.53,1.87,11.75,0.85,1.8,695
2,12.37,1.17,2.21,21.5,85,2.5,2.29,0.34,1.99,1.9,1.16,3.13,278
2,13.11,1.01,1.94,18.0,86,3.38,3.75,0.24,2.28,2.8,1.04,3.18,392
2,11.64,2.05,2.31,18.0,96,1.61,0.99,0.5,1.15,2.6,1.13,2.14,870
2,12.37,0.94,2.1,16.0,101,1.9,1.09,0.43,0.73,2.95,1.23,2.23,680
2,11.66,2.05,2.0,20.8,86,2.9,2.99,0.21,1.35,3.94,1.0,3.18,345
1,13.07,1.5,2.84,25.0,95,2.53,2.37,0.37,1.04,4.25,1.36,3.16,915
2,12.51,2.43,2.3,24.5,101,1.88,1.84,0.43,1.34,2.45,1.27,2.72,450
1,13.28,2.36,2.67,18.6,101,2.8,3.24,0.29,2.38,5.7,0.88,3.33,845
2,11.79,4.3,2.73,21.5,98,2.86,3.03,0.29,2.81,2.3,0.75,3.39,680
2,12.33,1.1,2.73,21.5,94,3.38,2.89,0.24,1.87,2.5,0.96,2.87,520
1,13.83,1.35,2.5,16.7,93,2.45,2.52,0.34,2.08,5.6,1.08,2.82,1065
1,14.75,1.73,2.17,14.0,100,3.25,3.69,0.26,2.03,4.9,1.04,2.91,1095
2,13.05,5.8,2.28,20.7,86,2.86,3.15,0.43,2.01,3.94,0.91,3.64,463
3,13.62,3.17,2.72,23.5,105,1.55,0.76,0.6,1.25,8.42,0.7,2.47,660
1,13.5,1.81,2.61,19.0,132,3.0,3.0,0.28,2.45,6.2,1.19,3.0,1320
1,14.39,1.87,2.38,14.6,96,2.5,2.52,0.3,1.98,5.25,1.02,3.58,1295
2,12.04,1.47,1.7,15.0,97,2.55,2.27,0.24,2.35,2.85,1.06,2.77,562
3,13.17,3.27,2.15,18.5,112,1.65,0.92,0.29,0.84,5.7,0.58,1.68,630
3,12.6,5.04,2.48,18.5,92,1.62,0.7,0.6,0.94,5.28,0.77,2.05,515
3,12.93,3.55,2.3,21.0,102,1.39,0.75,0.43,0.97,8.21,0.56,1.68,780
1,14.21,1.76,2.45,18.8,91,2.5,2.99,0.34,1.98,5.05,1.04,3.1,1065
3,13.78,5.65,2.23,22.5,93,1.8,0.34,0.52,0.8,5.7,0.82,2.05,580
3,13.08,3.91,2.48,21.5,92,1.74,0.65,0.47,0.86,5.7,0.82,2.05,550
2,12.42,1.61,2.3,24.5,101,2.22,2.45,0.43,1.46,3.21,1.07,2.87,450
1,14.75,1.64,2.17,11.4,97,3.3,3.69,0.26,2.96,6.13,1.2,3.0,1150
2,12.37,1.07,1.94,18.5,86,3.52,3.75,0.19,1.87,4.45,1.04,2.77,420
3,12.96,3.45,2.58,22.0,101,1.65,0.47,0.43,0.68,3.85,0.87,2.11,580
2,13.05,3.86,2.39,22.5,90,1.65,1.25,0.37,1.46,4.8,0.91,2.77,463
2,12.33,1.1,1.92,16.0,136,2.98,2.26,0.39,1.95,2.9,0.86,3.38,937
3,12.77,1.68,2.1,19.5,86,1.51,0.55,0.37,1.3,5.45,0.75,1.75,750
1,13.77,1.5,2.5,16.8,94,2.2,2.53,0.32,1.98,3.52,1.09,2.77,990
2,13.11,1.01,2.6,18.1,94,3.38,3.75,0.19,1.96,4.45,1.25,3.4,530
3,13.27,3.17,2.15,20.0,102,1.8,0.55,0.6,1.3,4.0,0.57,1.6,740
1,14.39,1.87,2.45,16.0,102,2.5,2.99,0.43,1.98,5.25,1.02,3.1,1065
3,13.62,4.95,2.35,20.0,92,2.0,0.92,0.48,1.56,8.66,0.56,1.55,650
1,14.38,1.87,2.38,14.6,96,2.5,2.52,0.34,2.08,5.0,1.09,3.26,1295
2,11.61,1.67,1.98,20.8,86,1.61,1.5,0.32,1.48,1.95,1.0,2.26,325
2,12.33,0.99,2.5,24.0,101,1.9,1.84,0.43,1.34,2.6,1.31,3.21,315
1,14.12,1.68,2.32,16.8,106,2.95,3.0,0.21,2.08,4.5,1.04,3.71,1035
3,13.71,4.36,2.26,22.5,88,1.62,0.47,0.52,1.15,4.4,0.89,1.75,550
1,14.38,1.95,2.72,16.8,102,3.85,3.49,0.39,2.04,7.5,1.01,2.93,1480
2,12.37,1.21,2.7,24.0,101,2.95,2.92,0.4,1.87,3.0,1.36,3.16,680
1,13.24,1.72,2.14,12.4,97,2.45,2.43,0.26,2.08,4.38,1.04,2.69,920
1,13.72,1.86,2.25,16.4,108,2.95,3.15,0.24,1.81,8.9,1.12,3.55,780
3,13.49,2.59,2.62,24.0,123,1.4,1.57,0.22,1.25,9.7,0.48,1.47,840
1,14.06,1.59,2.32,15.6,108,2.95,3.39,0.24,2.08,6.9,0.91,3.33,985
2,12.72,3.87,2.2,21.5,86,2.62,2.65,0.26,1.95,2.6,0.91,3.2,380
3,12.25,4.72,2.54,18.5,120,1.54,1.28,0.34,1.56,7.9,0.59,1.29,640
1,13.05,1.6,2.84,21.0,98,2.45,2.43,0.34,1.44,3.58,1.12,2.87,915
3,12.81,3.03,2.61,24.0,106,2.32,0.6,0.6,0.96,4.92,0.87,2.15,570
1,13.51,1.8,2.36,17.2,111,3.15,3.4,0.19,1.86,6.8,0.91,3.36,1060
2,11.84,0.89,3.23,17.0,97,2.48,5.08,0.63,2.08,4.45,1.02,2.44,407
2,11.76,2.16,2.73,21.5,104,1.75,1.69,0.6,1.42,3.6,0.97,2.65,500
2,11.64,2.06,1.94,16.0,97,1.61,1.5,0.53,0.62,3.8,1.13,1.93,500
1,14.21,1.63,2.45,17.4,127,3.27,2.65,0.5,1.97,7.8,1.28,3.13,1450
2,11.65,2.05,2.78,28.5,88,3.18,2.89,0.47,1.35,3.0,1.13,3.58,607
1,13.41,3.84,2.29,16.2,102,2.64,2.88,0.34,1.62,4.6,1.04,2.93,1045
1,13.83,1.57,2.62,20.0,96,2.45,2.52,0.29,2.08,3.52,1.09,2.51,1015
1,13.64,1.81,2.7,16.1,110,2.86,2.94,0.3,1.46,7.3,1.28,2.71,1310
2,12.33,1.1,2.29,21.5,84,3.52,2.58,0.19,1.95,1.9,0.99,2.87,660
1,13.05,1.73,2.1,17.0,98,2.4,2.64,0.32,1.35,3.58,1.05,2.77,1035
2,12.08,0.92,2.62,21.0,94,2.48,2.01,0.34,1.44,2.5,1.19,2.51,562
1,13.68,1.86,2.7,17.2,101,3.25,2.74,0.29,2.18,7.5,1.23,2.88,1515
2,12.6,1.34,2.21,21.5,86,3.5,2.58,0.24,1.77,3.38,1.22,2.96,660
2,11.66,1.99,1.71,15.0,151,3.02,3.18,0.21,1.35,3.94,1.0,2.77,562
1,14.1,4.04,2.51,13.2,116,3.88,3.74,0.2,1.28,5.43,0.89,3.36,1095
3,12.88,4.95,2.64,25.0,112,2.32,0.78,0.43,1.04,7.5,0.64,1.75,830
2,12.34,2.45,2.32,22.5,85,1.78,1.69,0.43,1.46,2.45,0.97,2.44,315
2,11.82,2.13,2.28,22.0,80,1.68,2.03,0.66,1.42,1.74,0.97,2.44,607
2,12.0,3.43,2.17,21.0,85,1.63,1.59,0.61,1.62,1.95,1.42,3.33,480
2,11.79,4.31,2.16,21.0,85,2.62,2.65,0.24,2.81,1.9,0.75,2.78,345
1,14.75,1.64,2.17,11.4,92,3.3,3.93,0.17,2.81,4.9,1.04,2.91,1190
1,14.19,2.15,2.3,14.0,103,2.75,3.03,0.24,1.85,5.1,1.06,3.47,770
3,12.53,3.91,2.2,21.0,102,1.38,0.34,0.43,0.8,5.7,0.75,1.58,510
1,14.1,2.15,2.3,18.9,103,2.42,2.99,0.32,1.97,5.0,1.06,3.12,1045
2,12.67,0.98,2.58,18.0,94,1.9,1.84,0.45,1.46,2.94,1.25,2.01,315
1,13.29,2.59,2.87,25.0,124,2.8,2.69,0.47,1.82,4.32,1.04,3.17,735
1,14.22,1.7,2.43,16.0,117,2.8,2.98,0.34,2.08,5.1,0.88,3.38,885
2,12.08,2.89,1.92,19.0,78,2.55,1.64,0.27,1.42,4.68,0.7,2.31,510
1,13.77,1.53,2.62,20.0,96,2.45,2.99,0.29,1.98,3.52,1.1,2.3,1015
1,13.05,3.8,2.29,16.2,105,2.64,2.63,0.34,1.66,3.58,0.89,3.1,845
2,12.37,1.07,2.78,21.5,134,3.38,2.14,0.19,1.95,2.65,0.79,3.03,750
3,13.48,5.51,2.86,25.0,96,1.98,0.5,0.56,0.8,5.88,0.89,2.06,550
1,13.68,1.83,2.7,17.2,112,2.95,2.91,0.31,1.45,4.8,1.11,2.93,915
2,13.86,1.66,2.21,18.8,103,2.5,2.86,0.37,1.35,2.0,1.02,2.75,750
3,13.62,4.12,2.26,20.0,90,1.8,0.34,0.47,0.68,7.65,0.54,1.62,625
1,13.39,3.84,2.65,18.6,111,2.41,2.61,0.2,2.29,5.64,0.82,3.0,680
3,12.58,3.55,2.35,21.5,97,1.25,1.09,0.4,0.83,4.9,0.68,1.75,515
1,13.51,1.8,2.46,20.5,100,3.0,2.98,0.19,1.86,5.04,0.88,3.33,1060
1,13.94,2.16,2.61,18.6,101,3.25,3.32,0.4,2.04,7.8,1.23,2.71,1450
1,13.71,1.86,2.25,16.2,118,2.6,2.88,0.21,1.69,4.7,1.16,2.74,1050
3,12.84,4.61,2.64,25.0,112,2.32,0.78,0.5,1.14,8.5,0.67,1.92,675
1,14.23,1.71,2.43,15.2,106,2.5,2.99,0.34,1.54,5.05,1.04,3.1,1045
3,13.23,1.67,2.75,25.5,96,2.6,1.1,0.56,2.7,10.52,0.57,1.6,650
1,13.88,1.65,2.12,15.2,101,2.61,2.51,0.26,1.92,4.7,1.02,2.91,920
1,13.48,1.8,2.36,19.1,89,2.45,2.68,0.22,2.29,5.6,1.02,3.48,1060
1,14.21,1.59,2.45,16.0,108,2.85,3.06,0.32,2.08,5.04,0.88,3.22,1120
2,12.08,1.51,2.38,23.6,84,2.46,1.64,0.4,1.56,2.8,0.89,3.21,378
2,12.16,1.45,1.7,17.5,86,2.02,2.09,0.24,2.35,3.05,1.17,3.63,718
1,13.9,1.48,2.28,18.8,126,3.0,3.0,0.22,2.45,6.2,0.98,3.33,970
3,13.17,3.03,2.38,20.0,104,1.8,1.22,0.24,0.84,4.1,0.67,1.29,392
1,13.58,1.81,2.36,16.6,104,2.42,2.61,0.27,1.97,3.8,1.09,2.69,1035
2,11.46,2.4,3.23,28.5,119,2.13,5.08,0.47,3.28,2.8,1.27,3.12,465
3,12.25,3.88,2.38,21.0,88,1.62,0.83,0.5,1.14,7.7,0.78,1.56,695
2,11.96,2.13,2.3,22.8,70,2.0,1.58,0.34,1.38,1.95,0.97,3.33,580
1,13.41,3.84,2.65,18.6,111,2.41,2.69,0.2,2.35,5.6,0.82,3.0,760
2,11.84,1.72,2.21,20.4,98,2.2,2.53,0.37,1.4,2.06,1.0,3.02,438
2,11.76,1.39,2.32,18.0,99,2.74,2.79,0.24,2.49,2.85,1.23,3.13,345
1,14.39,1.95,2.72,16.8,102,2.8,3.14,0.39,1.66,6.0,1.07,2.93,1185
2,12.7,1.81,2.3,23.0,101,1.68,2.03,0.48,1.63,3.05,1.02,2.87,488
2,13.86,0.94,2.0,10.6,86,2.53,1.3,0.29,1.46,2.57,1.23,2.01,392
1,13.5,1.81,2.31,17.5,111,3.15,3.0,0.22,2.34,6.38,0.94,3.45,885
1,13.83,1.35,2.5,16.7,93,2.2,2.43,0.32,1.57,3.8,1.09,2.77,990
2,11.65,1.99,2.46,21.6,86,1.92,1.61,0.6,1.62,2.8,1.0,3.3,466
3,13.4,4.95,2.32,22.0,93,2.0,0.92,0.52,1.02,4.4,0.89,1.58,580
1,13.05,3.8,2.29,17.5,102,2.64,2.76,0.32,1.81,3.7,0.87,3.1,680
3,13.62,3.55,2.54,20.0,105,1.54,0.47,0.43,1.15,5.58,0.81,1.51,680
1,13.29,2.59,2.67,18.6,101,2.41,2.19,0.28,1.57,3.52,1.04,3.3,1015
1,13.63,3.1,2.67,17.6,102,3.25,3.24,0.29,2.18,7.8,1.04,3.17,1450
2,12.52,1.73,2.23,20.4,88,1.1,1.46,0.58,1.62,2.62,0.96,2.06,495
3,13.48,3.57,2.54,23.0,111,1.4,0.92,0.29,1.25,8.42,0.85,1.51,560
3,13.17,2.46,2.37,20.0,106,1.65,0.7,0.53,0.86,7.65,0.73,2.05,725
1,13.83,1.57,2.7,20.0,96,2.45,2.52,0.28,1.97,4.2,1.09,3.37,915
3,13.48,3.17,2.54,23.0,111,1.7,0.96,0.43,1.54,8.66,0.85,1.56,570
2,11.56,2.05,1.92,19.6,86,3.02,2.89,0.24,1.87,2.06,1.16,3.13,345
1,13.77,1.5,2.7,20.0,115,3.0,2.91,0.33,1.97,6.3,1.19,2.71,1320
1,13.48,1.8,2.46,20.5,116,2.96,2.69,0.19,2.45,6.25,0.98,3.03,985
1,13.2,2.36,2.67,17.6,115,2.35,2.19,0.31,1.61,3.52,0.97,2.3,1035
3,12.96,3.91,2.2,18.5,98,1.7,0.66,0.61,0.94,7.1,0.56,1.51,725
1,13.76,1.53,2.62,19.5,110,2.95,3.0,0.4,1.86,4.5,1.23,3.4,1065
3,12.87,3.91,2.38,20.0,92,1.74,0.83,0.53,1.04,7.7,0.54,1.62,650
3,12.45,2.96,2.32,18.5,122,1.25,1.39,0.21,1.56,7.9,0.59,1.3,695
1,13.56,1.73,2.46,20.5,100,2.65,2.88,0.26,1.86,3.84,1.12,3.47,1035
2,12.04,1.13,2.3,21.0,98,2.74,3.15,0.39,1.95,4.5,0.69,2.84,345
2,12.99,5.8,2.02,20.5,80,2.86,2.99,0.43,2.01,3.94,0.79,3.39,372
2,11.45,3.74,2.31,18.0,96,2.62,2.65,0.17,3.58,2.9,0.75,3.2,290
1,14.1,2.02,2.68,20.0,120,2.6,2.51,0.29,1.36,5.0,1.13,2.65,1095
2,12.52,2.43,2.27,20.7,101,1.72,1.32,0.48,1.63,2.94,1.27,2.77,406
1,12.85,1.73,2.04,15.5,107,2.7,3.03,0.28,1.98,4.5,1.05,2.91,1065
3,12.87,2.56,2.48,21.5,98,1.3,0.83,0.52,0.83,5.5,0.77,2.05,590
2,12.47,1.53,1.9,19.0,88,2.36,2.27,0.24,2.29,2.06,1.16,3.14,710
1,13.58,1.66,2.61,19.5,110,2.85,3.19,0.4,2.38,8.9,1.23,2.71,1450
3,12.81,1.68,2.1,19.5,86,2.0,0.55,0.58,1.3,5.45,0.75,1.75,480
2,12.29,3.17,2.0,16.0,88,2.85,3.15,0.37,2.81,2.3,1.42,2.63,352
3,12.2,4.72,2.48,18.5,120,1.25,1.28,0.26,1.14,5.4,0.74,1.42,650
1,13.2,2.59,2.67,18.6,101,2.41,2.41,0.31,1.57,4.2,1.04,3.3,1105
2,11.82,2.16,2.0,20.8,94,2.23,2.17,0.32,1.35,2.06,1.27,3.17,378
1,14.83,1.73,2.17,14.0,100,3.25,3.69,0.26,2.19,6.13,1.05,3.4,1190
1,14.38,1.95,2.5,16.8,121,2.8,3.14,0.34,2.29,5.65,0.92,3.38,795
2,12.29,1.61,1.75,19.5,88,2.2,2.13,0.26,1.99,3.8,0.94,3.48,718
2,12.6,1.36,1.36,15.0,85,2.55,2.5,0.26,1.04,3.8,1.18,2.9,710
1,13.72,1.43,2.5,16.7,108,3.88,3.74,0.2,2.04,5.43,0.86,3.13,1260
1,13.88,1.65,2.21,18.0,94,2.45,2.99,0.27,1.35,3.84,1.04,3.14,1020
2,12.52,1.73,2.19,19.0,103,2.2,2.13,0.3,1.35,2.45,1.02,3.17,438
1,13.74,1.67,2.41,16.4,117,3.3,3.29,0.29,1.97,7.5,1.01,2.85,1450
1,14.1,1.48,2.28,16.3,126,3.0,3.29,0.21,2.1,6.6,0.89,3.53,795
3,12.84,3.27,2.35,21.5,120,1.39,1.25,0.24,0.83,5.4,0.72,1.33,985
1,14.06,1.76,2.21,16.8,94,2.6,2.33,0.26,1.36,5.05,0.88,2.78,1060
1,13.83,1.35,2.7,20.0,115,2.95,2.91,0.33,1.82,7.3,1.23,3.0,1450
2,11.84,2.08,2.27,22.0,84,1.38,1.25,0.37,1.56,1.95,1.08,1.82,325
2,11.03,3.74,2.3,20.0,98,2.62,2.65,0.21,3.58,3.21,0.75,3.2,290
2,12.07,1.33,2.3,23.6,86,2.56,2.29,0.4,1.77,2.12,0.89,3.28,495
2,11.64,2.06,2.51,21.6,98,1.95,1.69,0.48,1.63,2.8,1.13,2.75,465
2,12.43,1.53,2.56,19.0,98,1.38,1.36,0.52,1.05,2.4,0.906,2.14,450
3,14.34,2.31,2.48,19.5,91,1.68,0.65,0.44,1.03,10.26,0.57,1.71,660
